usedate	level	code	text
2003/01/01	kood	JCE50	Söögitoru rekonstruktsioon soole vaba mikrovaskulaarse transplantaadiga
2003/01/01	kood	JCE96	Söögitoru muu rekonstruktsioon
2003/01/01	kood	JCE97	Söögitoru muu torakoskoopiline või laparoskoopiline rekonstruktsioon
2003/01/01	kood	JCF00	Stendi paigaldamine söögitorusse
2003/01/01	kood	JCF12	Stendi endoskoopiline paigaldamine söögitorusse
2003/01/01	kood	JCW96	Muu operatsioon söögitorul
2003/01/01	kood	JCW97	Muu laparoskoopiline või torakoskoopiline operatsioon söögitorul
2003/01/01	kood	JCW98	Muu transluminaalne endoskoopiline protseduur söögitorul
2003/01/01	kood	JDA00	Gastrotoomia 
2003/01/01	kood	JDA05	Mao või püloruse endoskoopiline polüpektoomia 
2003/01/01	kood	JDA08	Endoskoopiline võõrkeha eemaldamine maost või pülorusest
2003/01/01	kood	JDA22	Maovarikoosi endoskoopiline ligeerimine
2003/01/01	kood	JDA32	Endoskoopiline injektsioon maos või püloruses
2003/01/01	kood	JDA35	Söögitoru endoskoopiline kontaktkoagulatsioon 
2003/01/01	kood	JDA38	Endoskoopiline laserteraapia maos või püloruses
2003/01/01	kood	JDA42	Muu endoskoopiline hemostaatiline protseduur maol või pülorusel
2003/01/01	kood	JDA52	Muu endoskoopiline protseduur diatermia või kõrge temperatuuriga
2003/01/01	kood	JDA55	Mao, püloruse või maoanastomoosi endoskoopiline dilateerimine
2003/01/01	kood	JDA60	Mao perforeerunud haavandi sulgemine
2003/01/01	kood	JDA61	Mao perforeerunud haavandi laparoskoopiline sulgemine
2003/01/01	kood	JDA63	Mao lesiooni lokaalne ekstsisioon
2003/01/01	kood	JDB00	Gastrostoomia
2003/01/01	kood	JDB01	Laparoskoopiline gastrostoomia
2003/01/01	kood	JDB10	Perkutaanne gastrostoomia
2003/01/01	kood	JDC00	Mao resektsioon ja gastroduodenostoomia
2003/01/01	kood	JDC10	Mao resektsioon ja gastrojejunostoomia
2003/01/01	kood	JDC11	Laparoskoopiline mao resektsioon ja gastrojejunostoomia
2003/01/01	kood	JDC20	Mao resektsioon ja Roux-Y rekonstruktsioon
2003/01/01	kood	JDC30	Mao resektsioon ilma jejuunumi interpositsioonita
2003/01/01	kood	JDC40	Mao resektsioon ja ösofagogastrostoomia
2003/01/01	kood	JDC96	Mao resektsioon koos muu rekonstruktsiooniga
2003/01/01	kood	JDC97	Laparoskoopiline mao resektsioon koos muu rekonstruktsiooniga
2003/01/01	kood	JDD00	Totaalne mao resektsioon ja Roux-Y ösofagojejunostoomia
2003/01/01	kood	JDD96	Totaalne mao resektsioon koos muu rekonstruktsiooniga
2003/01/01	kood	JDE00	Gastrojejunostoomia
2003/01/01	kood	JDE01	Laparoskoopiline gastroenterostoomia
2003/01/01	kood	JDE10	Gastrojejunostoomia muutmine Roux-Y anastomoosiks
2003/01/01	kood	JDE20	Gastrojejunostoomia muutmine gastroduodenostoomiaks koos jejuunumi interpositsiooniga
2003/01/01	kood	JDE96	Mao muu anastomoos ilma samaaegse mao resektsioonita
2003/01/01	kood	JDF00	Gastroplastika
2003/01/01	kood	JDF01	Laparoskoopiline gastroplastika
2003/01/01	kood	JDF10	Maost möödajuhtiv operatsioon
2003/01/01	kood	JDF11	Laparoskoopiline mao maost möödajuhtiv operatsioon 
2003/01/01	kood	JDF20	Mao mahtu vähendav nn. “banding” operatsioon
2003/01/01	kood	JDF21	Laparoskoopiline mao mahtu vähendav nn.“banding” operatsioon
2003/01/01	kood	JDF32	Suureneva võõrkeha gastroskoopiline paigaldamine makku
2003/01/01	kood	JDF96	Muu bariaatriline operatsioon maol
2003/01/01	kood	JDF97	Muu laparoskoopiline bariaatriline operatsioon maol
2003/01/01	kood	JDF98	Muu gastroskoopiline bariaatriline protseduur maol
2003/01/01	kood	JDG00	Trunkaalne vagotoomia
2003/01/01	kood	JDG01	Laparoskoopiline või torakoskoopiline trunkaalne vagotoomia
2003/01/01	kood	JDG10	Proksimaalne vagotoomia
2003/01/01	kood	JDG11	Laparoskoopiline proksimaalne vagotoomia
2003/01/01	kood	JDG96	Muu vagotoomia
2003/01/01	kood	JDG97	Muu laparoskoopiline vagotoomia
2003/01/01	kood	JDH00	Duodenotoomia
2003/01/01	kood	JDH05	Endoskoopiline polüpektoomia duodeenumis
2003/01/01	kood	JDH08	Endoskoopiline võõrkeha eemaldamine duodeenumist
2003/01/01	kood	JDH15	Endoskoopiline injektsioon duodeenumis
2003/01/01	kood	JDH18	Endoskoopiline kontakt-koagulatsioon duodeenumis
2003/01/01	kood	JDH22	Endoskoopiline laserteraapia duodeenumis 
2003/01/01	kood	JDH25	Muu endoskoopiline hemostaatiline protseduur duodeenumil
2003/01/01	kood	JDH28	Muu endoskoopiline protseduur duodeenumis diatermia või kõrge temperatuuriga 
2003/01/01	kood	JDH32	Duodeenumi endoskoopiline dilatatsioon 
2003/01/01	kood	JDH40	Duodenostoomia duodenaalbulbusel
2003/01/01	kood	JDH41	Laparoskoopiline duodenostoomia duodenaalbulbusel
2003/01/01	kood	JDH50	Duodenaalbulbuse lesiooni ekstsisioon
2003/01/01	kood	JDH60	Püloromüotoomia
2003/01/01	kood	JDH61	Laparoskoopiline püloromüotoomia
2003/01/01	kood	JDH63	Püloroplastika
2003/01/01	kood	JDH70	Duodeenumi perforeerunud haavandi sulgemine
2003/01/01	kood	JDH71	Duodeenumi perforeerunud haavandi laparoskoopiline sulgemine
2003/01/01	kood	JDW96	Muu operatsioon maol ja duodeenumil
2003/01/01	kood	JDW97	Muu laparoskoopiline operatsioon maol ja duodeenumil
2003/01/01	kood	JDW98	Muu transluminaalne endoskoopiline operatsioon maol ja duodeenumil
2003/01/01	kood	JEA00	Apendektoomia
2003/01/01	kood	JEA01	Laparoskoopiline apendektoomia
2003/01/01	kood	JEA10	Apendektoomia koos dreenimisega
2003/01/01	kood	JEW96	Muu operatsioon apendiksil
2003/01/01	kood	JEW97	Muu laparoskoopiline operatsioon apendiksil 
2003/01/01	kood	JFA00	Enterotoomia
2003/01/01	kood	JFA02	Võõrkeha endoskoopiline eemaldamine peensoolest
2003/01/01	kood	JFA05	Endoskoopiline polüpektoomia peensooles
2003/01/01	kood	JFA10	Kolotoomia
2003/01/01	kood	JFA12	Võõrkeha endoskoopiline eemaldamine jämesoolest
2003/01/01	kood	JFA15	Endoskoopiline polüpektoomia jämesooles
2003/01/01	kood	JFA16	Jämesooleseina biopsia ilma kolotoomiata
2003/01/01	kood	JFA17	Jämesooleseina laparoskoopiline biopsia ilma kolotoomiata
2003/01/01	kood	JFA22	Endoskoopiline injektsioon peensooles
2003/01/01	kood	JFA25	Endoskoopiline kontakt-koagulatsioon peensooles
2003/01/01	kood	JFA28	Endoskoopiline laserteraapia peensooles
2003/01/01	kood	JFA32	Muu endoskoopiline hemostaatiline protseduur peensooles 
2003/01/01	kood	JFA35	Muu endoskoopiline protseduur peensooles diatermia või kõrge temperatuuriga
2003/01/01	kood	JFA38	Peensoole endoskoopiline dilateerimine
2003/01/01	kood	JFA42	Endoskoopiline injektsioon jämesooles
2003/01/01	kood	JFA45	Endoskoopiline kontakt-koagulatsioon jämesooles
2003/01/01	kood	JFA48	Endoskoopiline laserteraapia jämesooles
2003/01/01	kood	JFA52	Muu endoskoopiline hemostaatiline protseduur jämesooles 
2003/01/01	kood	JFA55	Muu endoskoopiline protseduur jämesooles diatermia või kuumusega
2003/01/01	kood	JFA60	Peensoole strikturoplastika
2003/01/01	kood	JFA63	Jämesoole strikturoplastika
2003/01/01	kood	JFA70	Peensoole suturatsioon
2003/01/01	kood	JFA71	Peensoole laparoskoopiline suturatsioon
2003/01/01	kood	JFA73	Peensoole lesiooni ekstsisioon
2003/01/01	kood	JFA74	Peensoole lesiooni laparoskoopiline ekstsisioon
2003/01/01	kood	JFA76	Peensoole fistuli sulgemine
2003/01/01	kood	JFA80	Jämesoole suturatsioon
2003/01/01	kood	JFA81	Jämesoole laparoskoopiline suturatsioon
2003/01/01	kood	JFA83	Jämesoole lesiooni ekstsisioon
2003/01/01	kood	JFA84	Jämesoole lesiooni laparoskoopiline ekstsisioon
2003/01/01	kood	JFA86	Jämesoole fistuli sulgemine
2003/01/01	kood	JFA96	Muu lokaalne operatsioon soolel
2003/01/01	kood	JFA97	Muu laparoskoopiline lokaalne operatsioon soolel
2003/01/01	kood	JFA98	Muu transluminaalne endoskoopiline lokaalne operatsioon soolel
2003/01/01	kood	JFB00	Peensoole osaline resektsioon
2003/01/01	kood	JFB01	Peensoole osaline laparoskoopiline resektsioon
2003/01/01	kood	JFB10	Peensoole segmendi ümberpööramine
2003/01/01	kood	JFB13	Peensoole plastiline korrektsioon koos pikendamisega
2003/01/01	kood	JFB20	Ileotsäkaalne resektsioon
2003/01/01	kood	JFB21	Laparoskoopiline ileotsäkaalne resektsioon
2003/01/01	kood	JFB30	Parempoolne hemikolektoomia
2003/01/01	kood	JFB31	Laparoskoopiline parempoolne hemikolektoomia
2003/01/01	kood	JFB33	Peensoole ja jämesoole muu resektsioon
2003/01/01	kood	JFB34	Peensoole ja jämesoole muu  laparoskoopiline resektsioon
2003/01/01	kood	JFB40	Ristikäärsoole resektsioon
2003/01/01	kood	JFB41	Ristikäärsoole laparoskoopiline resektsioon
2003/01/01	kood	JFB43	Vasakpoolne hemikolektoomia
2003/01/01	kood	JFB44	Laparoskoopiline vasakpoolne hemikolektoomia
2003/01/01	kood	JFB46	Sigmasoole resektsioon
2003/01/01	kood	JFB47	Sigmasoole laparoskoopiline resektsioon
2003/01/01	kood	JFB50	Jämesoole muu resektsioon
2003/01/01	kood	JFB51	Jämesoole muu laparoskoopiline resektsioon
2003/01/01	kood	JFB60	Sigmasoole resektsioon koos lõpp-kolostoomiga
2003/01/01	kood	JFB61	Sigmasoole laparoskoopiline resektsioon koos lõpp-kolostoomiga ja distaalse köndi sulgemisega
2003/01/01	kood	JFB63	Jämesoole muu resektsioon koos proksimaalse kolostoomiaga ja distaalse köndi sulgemisega
2003/01/01	kood	JFB64	Muu laparoskoopiline jämesoole resektsioon koos proksimaalse kolostoomiaga ja distaalse otsa sulgemisega
2003/01/01	kood	JFB96	Soole muu resektsioon
2003/01/01	kood	JFB97	Soole muu laparoskoopiline resektsioon
2003/01/01	kood	JFC00	Entero-enterostoomia
2003/01/01	kood	JFC01	Laparoskoopiline entero-enterostoomia
2003/01/01	kood	JFC10	Ileotransversostoomia
2003/01/01	kood	JFC11	Laparoskoopiline ileotransversostoomia
2003/01/01	kood	JFC20	Muu enterokolostoomia
2003/01/01	kood	JFC21	Muu laparoskoopiline enterokolostoomia
2003/01/01	kood	JFC30	Kolo-kolostoomia
2003/01/01	kood	JFC31	Laparoskoopiline kolo-kolostoomia
2003/01/01	kood	JFC40	Ileorektostoomia
2003/01/01	kood	JFC41	Laparoskoopiline ileorektostoomia
2003/01/01	kood	JFC50	Kolorektostoomia
2003/01/01	kood	JFC51	Laparoskoopiline kolorektostoomia
2003/01/01	kood	JFD00	Jejunoileaalne bypass
2003/01/01	kood	JFD10	Jejunoileaalse bypass’i revisioon
2003/01/01	kood	JFD20	Seedetrakti terviklikkuse taastamine pärast jejunoileaalset bypass’i
2003/01/01	kood	JFD96	Muu intestinaalne bypass operatsioon
2003/01/01	kood	JFE00	Peensoole transplantatsioon
2003/01/01	kood	JFE96	Peensoole transplantatsiooniga seotud muu operatsioon
2003/01/01	kood	JFF00	Kateeter-enterostoomia
2003/01/01	kood	JFF01	Laparoskoopiline kateeter-enterostoomia
2003/01/01	kood	JFF10	Ling-enterostoomia
2003/01/01	kood	JFF11	Laparoskoopiline ling-enterostoomia
2003/01/01	kood	JFF13	Lõpp-enterostoomia
2003/01/01	kood	JFF16	Ileoanaalse anastomoosi muutmine ileostoomiaks
2003/01/01	kood	JFF20	Tsäkostoomia 
2003/01/01	kood	JFF21	Laparoskoopiline tsäkostoomia
2003/01/01	kood	JFF23	Transversostoomia
2003/01/01	kood	JFF24	Laparoskoopiline transversostoomia
2003/01/01	kood	JFF26	Sigmoideostoomia
2003/01/01	kood	JFF27	Laparoskoopiline sigmoideostoomia
2003/01/01	kood	JFF30	Muu kolostoomia
2003/01/01	kood	JFF31	Muu laparoskoopiline kolostoomia
2003/01/01	kood	JFF40	Apendikostoomia
2003/01/01	kood	JFF41	Laparoskoopiline apendikostoomia
2003/01/01	kood	JFF50	Jämesoolelingu väljatoomine ilma avamiseta
2003/01/01	kood	JFF51	Jämesoolelingu laparoskoopiline väljatoomine ilma avamiseta
2003/01/01	kood	JFF60	Väljatoodud jämesoolelingu avamine
2003/01/01	kood	JFF96	Soole muu väljatoomine või stoomi moodustamine
2003/01/01	kood	JFF97	Soole muu laparoskoopiline väljatoomine või stoomi moodustamine
2003/01/01	kood	JFG00	Ling-enterostoomi sulgemine ilma resektsioonita
2003/01/01	kood	JFG10	Ling-kolostoomi sulgemine ilma resektsioonita
2003/01/01	kood	JFG20	Enterostoomi sulgemine väljatoodud lingu resektsiooniga
2003/01/01	kood	JFG23	Lõpp-enterostoomi sulgemine anastomoosiga peensoolele
2003/01/01	kood	JFG26	Lõpp-enterostoomi sulgemine anastomoosiga jämesoolele
2003/01/01	kood	JFG29	Lõpp-enterostoomi sulgemine anastomoosiga rektumile
2003/01/01	kood	JFG30	Kolostoomi sulgemine väljatoodud lingu resektsiooniga
2003/01/01	kood	JFG33	Lõpp-kolostoomi sulgemine anastomoosiga jämesoolele
2003/01/01	kood	JFG36	Lõpp-kolostoomi sulgemine anastomoosiga rektumile
2003/01/01	kood	JFG40	Enterostoomi või kolostoomi revisioon ilma laparotoomiata
2003/01/01	kood	JFG50	Laparotoomia koos enterostoomi või kolostoomi revisiooniga
2003/01/01	kood	JFG53	Vaagna iileumi reservuaari revisioon
2003/01/01	kood	JFG56	Vaagna jämesoole reservuaari revisioon
2003/01/01	kood	JFG60	Konventsionaalse ileostoomi muutmine kontinentseks ileostoomiks
2003/01/01	kood	JFG70	Kontinentse ileostoomi muutmine konventsionaalseks ileostoomiks
2003/01/01	kood	JFG73	Vaagna iileumi reservuaari ekstsisioon
2003/01/01	kood	JFG76	Vaagna jämesoole reservuaari ekstsisioon koos kolorektaalse või koloanaalse anastomoosiga
2003/01/01	kood	JFG80	Iileumi reservuaari ekstsisioon koos uue kontinentse ileostoomi rajamisega
2003/01/01	kood	JFG83	Vaagna jämesoole reservuaari ekstsisioon ja uue reservuaari  moodustamine 
2003/01/01	kood	JFG86	Vaagna iileumi reservuaari ekstsisioon ja uue reservuaari  moodustamine
2003/01/01	kood	JFG96	Muu operatsioon stoomil või reservuaaril
2003/01/01	kood	JFH00	Totaalne kolektoomia ja ileorektaalne anastomoos
2003/01/01	kood	JFH10	Totaalne kolektoomia ja ileostoomi rajamine
2003/01/01	kood	JFH20	Proktokolektoomia ja ileostoomi rajamine
2003/01/01	kood	JFH30	Totaalne kolektoomia, limaskesta proktektoomia ja ileoanaalne anastomoos ilma ileostoomita
2003/01/01	kood	JFH33	Totaalne kolektoomia, limaskesta proktektoomia, ileoanaalne anastomoos ja ileostoomia
2003/01/01	kood	JFH40	Proktokolektoomia ja kontinentse ileostoomi rajamine
2003/01/01	kood	JFH96	Muu totaalne kolektoomia
2003/01/01	kood	JFJ00	Tsäkopeksia
2003/01/01	kood	JFJ01	Laparoskoopiline tsäkopeksia
2003/01/01	kood	JFJ96	Muu enteropeksia või kolopeksia
2003/01/01	kood	JFJ97	Muu laparoskoopiline enteropeksia või kolopeksia
2003/01/01	kood	JFK00	Liite läbimine soolesulguse korral
2003/01/01	kood	JFK01	Laparoskoopiline liite läbimine soolesulguse korral
2003/01/01	kood	JFK10	Liidetest vabastamine soolesulguse korral
2003/01/01	kood	JFK20	Liidetest vabastamine ja peensoole plikatsioon
2003/01/01	kood	JFK96	Muu operatsioon liitelise soolesulguse korral
2003/01/01	kood	JFK97	Muu laparoskoopiline operatsioon liitelise soolesulguse korral
2003/01/01	kood	JFL00	Soole invaginatsiooni likvideerimine lahtisel operatsioonil 
2003/01/01	kood	JFL10	Laparotoomia ja manipulatsioon sulgunud soolel 
2003/01/01	kood	JFL20	Laparotoomia ja manipulatsioon toppunud materjalil 
2003/01/01	kood	JFL96	Muu operatsioon soolesulguse korral ilma resektsioonita või liidetest vabastamiseta
2003/01/01	kood	JFM00	Operatsiooniaegne jämesoole loputamine
2003/01/01	kood	JFW96	Muu operatsioon soolel
2003/01/01	kood	JFW97	Muu laparoskoopiline operatsioon soolel
2003/01/01	kood	JFW98	Muu transluminaalne endoskoopiline operatsioon soolel
2003/01/01	kood	JGA00	Proktotoomia
2003/01/01	kood	JGA02	Endoskoopiline võõrkeha eemaldamine pärasoolest
2003/01/01	kood	JGA05	Endoskoopiline polüpektoomia pärasooles 
2003/01/01	kood	JGA22	Endoskoopiline injektsioon pärasooles
2003/01/01	kood	JGA28	Endoskoopiline kontakt-koagulatsioon pärasooles
2003/01/01	kood	JGA32	Endoskoopiline laserteraapia pärasooles
2003/01/01	kood	JGA35	Muu endoskoopiline hemostaatiline protseduur pärasooles
2003/01/01	kood	JGA52	Muu endoskoopiline protseduur pärasooles diatermia või kõrge temperatuuriga
2003/01/01	kood	JGA60	Pärasoole suturatsioon
2003/01/01	kood	JGA70	Proktotoomia ja pärasoole lesiooni ekstsisioon
2003/01/01	kood	JGA73	Pärasoole lesiooni transanaalne ekstsisioon
2003/01/01	kood	JGA75	Pärasoole lesiooni endoskoopiline mikrokirurgiline ekstsisioon
2003/01/01	kood	JGA96	Muu proktotoomia või lokaalne operatsioon rektumil
2003/01/01	kood	JGA97	Muu laparoskoopiline proktotoomia või lokaalne operatsioon rektumil
2003/01/01	kood	JGA98	Muu transluminaalne endoskoopiline lokaalne operatsioon rektumil
2003/01/01	kood	JGB00	Osaline proktektoomia ja kolorektaalne või koloanaalne anastomoos
2003/01/01	kood	JGB01	Laparoskoopiline osaline proktektoomia ja kolorektaalne või koloanaalne anastomoos
2003/01/01	kood	JGB10	Osaline proktektoomia ja lõpp-kolostoomi rajamine
2003/01/01	kood	JGB11	Laparoskoopiline osaline proktektoomia ja lõpp-kolostoomi rajamine
2003/01/01	kood	JGB20	Osaline rektosigmoidektoomia ja abdominoperineaalne anastomoos läbi päraku
2003/01/01	kood	JGB30	Pärasoole abdominoperineaalne ekstsisioon
2003/01/01	kood	JGB40	Pärasoole ekstsisioon ja lõpp-ileostoomi rajamine
2003/01/01	kood	JGB50	Limaskesta protektoomia ja ileoanaalne anastomoos
2003/01/01	kood	JGB96	Muu proktektoomia või pärasoole ekstsisioon
2003/01/01	kood	JGB97	Muu laparoskoopiline proktektoomia või pärasoole ekstsisioon
2003/01/01	kood	JGC00	Rektopeksia
2003/01/01	kood	JGC01	Laparoskoopiline rektopeksia
2003/01/01	kood	JGC10	Perineaalne rektopeksia
2003/01/01	kood	JGC20	Transanaalne suturatsioon
2003/01/01	kood	JGC30	Rektaalse limaskesta ekstsisioon ja suturatsioon koos lihaskihi katmisega
2003/01/01	kood	JGC40	Anaalatreesia anorektaalne korrektsioon
2003/01/01	kood	JGC96	Muu rekonstruktiivne operatsioon pärasoolel
2003/01/01	kood	JGC97	Muu laparoskoopiline rekonstruktiivne operatsioon pärasoolel
2003/01/01	kood	JGD00	Tuumori perineaalse lokaalse retsidiivi ekstsisioon
2003/01/01	kood	JGW96	Muu operatsioon pärasoolel
2003/01/01	kood	JGW97	Muu laparoskoopiline operatsioon pärasoolel
2003/01/01	kood	JGW98	Muu transluminaalne endoskoopiline operatsioon pärasoolel
2003/01/01	kood	JHA00	Anaalne või perianaalne intsisioon
2003/01/01	kood	JHA10	Anaalkanali biopsia
2003/01/01	kood	JHA20	Anaalkanali või perianaalse koe lesiooni ekstsisioon
2003/01/01	kood	JHA30	Termoprotseduur anaalkanali või perianaalse koe lesiooni korral
2003/01/01	kood	JHB00	Hemorroidektoomia
2003/01/01	kood	JHB10	Hemorroidide või limaskesta prolapsi termo-destruktsioon
2003/01/01	kood	JHB20	Hemorroidide skleroteraapia
2003/01/01	kood	JHB30	Hemorroidide või limaskesta prolapsi ligeerimine kummirõngaga
2003/01/01	kood	JHB96	Muu protseduur hemorroidide või limaskesta prolapsi korral
2003/01/01	kood	JHC00	Anaalsfinkteri suturatsioon
2003/01/01	kood	JHC10	Anaalsfinkteri rekonstruktsioon ilma transplantaadita
2003/01/01	kood	JHC20	Anaalsfinkteri rekonstruktsioon lihastransplantaadiga
2003/01/01	kood	JHC30	Anaalsfinkteri rekonstruktsioon lihase transpositsiooniga
2003/01/01	kood	JHC40	Pärakut ümbritsev õmblus
2003/01/01	kood	JHC50	Anaalatreesia anaalne korrektsioon
2003/01/01	kood	JHD00	Anaaldilatatsioon
2003/01/01	kood	JHD10	Anaalsfinkteri müotoomia
2003/01/01	kood	JHD20	Anaalfistuli intsisioon
2003/01/01	kood	JHD30	Anaalfistuli mittetäielik intsisioon
2003/01/01	kood	JHD33	Anaalfistuli täielik intsisioon
2003/01/01	kood	JHD40	Sisemise anaalsfinkteri osaline ekstsisioon
2003/01/01	kood	JHD96	Anaalsfinkteri muu intsisioon
2003/01/01	kood	JHE10	Anaalsfinkteri proteesi implantatsioon
2003/01/01	kood	JHE20	Anaalsfinkteri proteesi revisioon
2003/01/01	kood	JHE30	Anaalsfinkteri proteesi eemaldamine
2003/01/01	kood	JHE96	Muud anaalsfinkteri proteesi implantatsiooniga seotud operatsioonid
2003/01/01	kood	JHW96	Muu operatsioon pärakul ja perianaaslsel koel
2003/01/01	kood	JJA00	Maksa eksploratsioon
2003/01/01	kood	JJA10	Hepatotoomia
2003/01/01	kood	JJA20	Lahtine maksa biopsia
2003/01/01	kood	JJA21	Laparoskoopiline maksa biopsia
2003/01/01	kood	JJA23	Maksa lahtine nõelbiopsia
2003/01/01	kood	JJA24	Laparoskoopiline maksa nõelbiopsia
2003/01/01	kood	JJA30	Maksatsüsti marsupialisatsioon
2003/01/01	kood	JJA31	Maksatsüsti laparoskoopiline marsupialisatsioon
2003/01/01	kood	JJA40	Maksa lesiooni ekstsisioon
2003/01/01	kood	JJA43	Maksa lesiooni destruktsioon
2003/01/01	kood	JJA44	Maksa lesiooni laparoskoopiline destruktsioon
2003/01/01	kood	JJA50	Maksa suturatsioon
2003/01/01	kood	JJA96	Muu lokaalne operatsioon maksal
2003/01/01	kood	JJA97	Muu laparoskoopiline lokaalne operatsioon maksal
2003/01/01	kood	JJB00	Maksa kiilresektsioon
2003/01/01	kood	JJB10	Atüüpiline maksa resektsioon
2003/01/01	kood	JJB20	Ühe maksasegmendi ekstsisioon
2003/01/01	kood	JJB30	Kahe maksasegmendi ekstsisioon
2003/01/01	kood	JJB40	Maksa II, III ja IV segmendi ekstsisioon
2003/01/01	kood	JJB50	Maksa V, VI, VII ja VIII segmendi ekstsisioon
2003/01/01	kood	JJB53	Maksa IV, V, VI, VII ja VIII segmendi ekstsisioon
2003/01/01	kood	JJB60	Kolme või enama maksasegmendi muu ekstsisioon
2003/01/01	kood	JJB71	Laparoskoopiline maksa resektsioon
2003/01/01	kood	JJB96	Maksa muu resektsioon
2003/01/01	kood	JJC00	Allogeenne maksa transplantatsioon
2003/01/01	kood	JJC10	Osaline allogeenne maksa transplantatsioon
2003/01/01	kood	JJC20	Osaline allogeenne maksa transplantatsioon elusdoonorilt
2003/01/01	kood	JJC30	Ksenogeenne maksa transplantatsioon
2003/01/01	kood	JJC40	Osaline ksenogeenne maksa transplantatsioon
2003/01/01	kood	JJC50	Transplanteeritud maksa resektsioon
2003/01/01	kood	JJC60	Transplanteeritud maksa täielik eemaldamine
2003/01/01	kood	JJC96	Maksa muu transplantatsioon või sellega seotud operatsioon
2003/01/01	kood	JJW96	Muu operatsioon maksal
2003/01/01	kood	JJW97	Muu laparoskoopiline operatsioon maksal
2003/01/01	kood	JKA00	Koletsüstotoomia
2003/01/01	kood	JKA10	Koletsüstostoomia 
2003/01/01	kood	JKA11	Laparoskoopiline koletsüstostoomia
2003/01/01	kood	JKA13	Perkutaanne koletsüstostoomia
2003/01/01	kood	JKA20	Koletsüstektoomia
2003/01/01	kood	JKA21	Laparoskoopiline koletsüstektoomia
2003/01/01	kood	JKA96	Muu operatsioon sapipõiel
2003/01/01	kood	JKA97	Muu laparoskoopiline operatsioon sapipõiel
2003/01/01	kood	JKB00	Sapijuha intsisioon
2003/01/01	kood	JKB01	Laparoskoopiline sapijuha intsisioon
2003/01/01	kood	JKB11	Laparoskoopiline kivide eemaldamine sapijuhast sapipõiejuha kaudu
2003/01/01	kood	JKB20	Operatsiooniaegne kolangioskoopia
2003/01/01	kood	JKB21	Laparoskoopiline kolangioskoopia
2003/01/01	kood	JKB30	Perkutaanne transhepaatiline sapidrenaaž
2003/01/01	kood	JKB40	Sapijuha suturatsioon
2003/01/01	kood	JKB96	Muu intsisioon või sellega seotud operatsioon sapijuhal
2003/01/01	kood	JKB97	Muu laparoskoopiline intsisioon või sellega seotud operatsioon sapijuhal
2003/01/01	kood	JKC00	Sapijuha intsisioon ja lesiooni lokaalne ekstsisioon
2003/01/01	kood	JKC01	Sapijuha laparoskoopiline  intsisioon ja lesiooni lokaalne ekstsisioon
2003/01/01	kood	JKC10	Sapijuha osaline ekstsisioon ja anastomoos
2003/01/01	kood	JKC20	Sapijuha osaline ekstsisioon ja anastomoos duodeenumiga
2003/01/01	kood	JKC30	Sapijuha osaline ekstsisioon ja anastomoos jejuunumiga
2003/01/01	kood	JKC40	Vasaku või parema maksajuha osaline ekstsisioon ja anastomoos jejuunumiga
2003/01/01	kood	JKC50	Papilla Vater’i ekstsisioon ja sapijuha anastomoos duodeenumiga või jejuunumiga
2003/01/01	kood	JKC96	Sapijuha muu ekstsisioon
2003/01/01	kood	JKC97	Sapijuha muu laparoskoopiline ekstsisioon 
2003/01/01	kood	JKD00	Sapipõie anastomoos jejuunumiga
2003/01/01	kood	JKD01	Laparoskoopiline sapipõie anastomoos jejuunumiga
2003/01/01	kood	JKD10	Sapijuha anastomoos duodeenumiga
2003/01/01	kood	JKD20	Sapijuha anastomoos jejuunumiga
2003/01/01	kood	JKD30	Parema või vasaku maksajuha ekstrahepaatiline anastomoos jejuunumiga
2003/01/01	kood	JKD40	Intrahepaatilise sapijuha anastomoos jejuunumiga
2003/01/01	kood	JKD50	Hepatoportoenterostoomia
2003/01/01	kood	JKD96	Muu biliodigestiivne anastomoos ilma ekstsisioonita
2003/01/01	kood	JKE00	Transduodenaalne papillotoomia 
2003/01/01	kood	JKE02	Ühissapijuha avause transduodenaalne endoskoopiline intsisioon
2003/01/01	kood	JKE06	Transduodenaalne sfinkteroplastika
2003/01/01	kood	JKE12	Endoskoopiline kivide eemaldamine sapijuhast
2003/01/01	kood	JKE15	Endoskoopiline sapijuha litotripsia
2003/01/01	kood	JKE18	Endoskoopiline sapijuha sisemine dreenimine
2003/01/01	kood	JKE22	Endoskoopiline võõrkeha eemaldamine sapijuhast
2003/01/01	kood	JKE25	Endoskoopiline sapijuha väline dreenimine
2003/01/01	kood	JKE32	Endoskoopiline sapijuha dilateerimine
2003/01/01	kood	JKE96	Muu transduodenaalne lahtine operatsioon sapijuhal või papilla Vater’il 
2003/01/01	kood	JKE98	Muu transduodenaalne endoskoopiline operatsioon sapijuhal või papilla Vater’il
2003/01/01	kood	JKF00	Sapipõiejuha ekstsisioon
2003/01/01	kood	JKF10	Sapikivide perkutaanne eemaldamine
2003/01/01	kood	JKF96	Muu sekundaarne operatsioon sapiteedel
2003/01/01	kood	JKF97	Muu laparoskoopiline sekundaarne operatsioon sapiteedel
2003/01/01	kood	JKT00	Sapipõiekivide kehaväline purustamine
2003/01/01	kood	JKT10	Sapijuhakivide kehaväline purustamine
2003/01/01	kood	JKW96	Muu operatsioon sapiteedel
