7408	codes in current filter							
Code	Text	1.	2.	3.	4.	5.	6.	7.
FLD00	Plikatur av venstre ventrikkelaneurisme	F	L	D	0	0		
FLD10	Reseksjon av venstre ventrikkelaneurisme	F	L	D	1	0		
FLD20	Reseksjon av venstre ventrikkelaneurisme og rekonstruksjon med patch	F	L	D	2	0		
FLD30	Reduksjonsplastikk av venstre ventrikkel	F	L	D	3	0		
FLD50	Plastisk ekspansjon av venstre ventrikkel	F	L	D	5	0		
FLD96	Annen reduksjon eller ekspansjon av venstre ventrikkel	F	L	D	9	6		
FLE00	Eksisjon av subvalvulær membran i venstre ventrikkel	F	L	E	0	0		
FLE10	Myotomi eller myektomi i venstre ventrikkel for utløpsobstruksjon	F	L	E	1	0		
FLE20	Myotomi eller myektomi i venstre ventrikkel med ventrikkelseptum-patch for utløpsobstruksjon	F	L	E	2	0		
FLE96	Annen operasjon på venstre ventrikkelutløp ved obstruksjon	F	L	E	9	6		
FLF00	Transmyokardial laserrevaskularisering fra venstre ventrikkel	F	L	F	0	0		
FLF12	Perkutan transmyokardial laserrevaskularisering fra venstre ventrikkel	F	L	F	1	2		
FLW96	Annen operasjon på venstre ventrikkel	F	L	W	9	6		
FMA00	Dilatasjon av aortaklaff	F	M	A	0	0		
FMA10	Kommissurotomi i aortaklaff	F	M	A	1	0		
FMA20	Plastisk rekonstruksjon ved aortaklaffestenose	F	M	A	2	0		
FMA32	Perkutan transluminal utvidelse av aortaklaffen	F	M	A	3	2		
FMA96	Annet rekonstruksjonsinngrep ved aortaklaffestenose	F	M	A	9	6		
FMB00	Supravalvulær utvidelse av aortaostium med patch	F	M	B	0	0		
FMB10	Transannulær utvidelse av aortaostium	F	M	B	1	0		
FMB20	Aortoseptal utvidelse av aortaostium	F	M	B	2	0		
FMB96	Annen utvidelse av aortaostium	F	M	B	9	6		
FMC00	Annuloplastikk ved aortainsuffisiens	F	M	C	0	0		
FMC10	Reduksjon av klaffeblad i aortaklaff	F	M	C	1	0		
FMC20	Sutur av klaffeblad i aortaklaff	F	M	C	2	0		
FMC96	Annen operasjon ved aortainsuffisiens	F	M	C	9	6		
FMD00	Implantasjon av mekanisk aortaklaffeprotese	F	M	D	0	0		
FMD10	Implantasjon av biologisk aortaklaffeprotese	F	M	D	1	0		
FMD20	Implantasjon av homotransplantat i aortaostium	F	M	D	2	0		
FMD30	Homotransplantasjon av aortaroten med reimplantasjon av koronararterier	F	M	D	3	0		
FMD33	Implantasjon av xenograft i aortaroten med reimplantasjon av koronararterier	F	M	D	3	3		
FMD40	Pulmoaortal autotransplantasjon med reimplantasjon av koronararterier og implantasjon av homotransplantat i pulmonalostiet	F	M	D	4	0		
FMD96	Annen implantasjon av aortaklaffeprotese	F	M	D	9	6		
FMW96	Annen operasjon på aortaklaff	F	M	W	9	6		
FNA00	Anastomose mellom a. mammaria interna og koronararterie	F	N	A	0	0		
FNA10	Sekvensielle anastomoser mellom a. mammaria interna og koronararterier	F	N	A	1	0		
FNA20	Anastomose mellom bilaterale aa. mammariae internae og koronararterier	F	N	A	2	0		
FNA96	Annen anastomose mellom a. mammaria interna og koronararterie	F	N	A	9	6		
FNB00	Anastomose mellom a. gastroepiploica og koronararterie	F	N	B	0	0		
FNB20	Sekvensielle anastomoser mellom a. gastroepiploica og koronararterier	F	N	B	2	0		
FNB96	Annen anastomose mellom a. gastroepiploica og koronararterie	F	N	B	9	6		
FNC10	Aortokoronar venebypass med en distal anastomose	F	N	C	1	0		
FNC20	Aortokoronar venebypass med to distale anastomoser	F	N	C	2	0		
FNC30	Aortokoronar venebypass med tre distale anastomoser	F	N	C	3	0		
FNC40	Aortokoronar venebypass med fire distale anastomoser	F	N	C	4	0		
FNC50	Aortokoronar venebypass med fem distale anastomoser	F	N	C	5	0		
FNC60	Aortokoronar venebypass med seks distale anastomoser	F	N	C	6	0		
FNC96	Annen aortokoronar venebypass	F	N	C	9	6		
FND10	Aortokoronar bypass med Ún karprotese	F	N	D	1	0		
FND20	Aortokoronar bypass med to karproteser	F	N	D	2	0		
FND96	Annen aortokoronar bypass med karprotese	F	N	D	9	6		
FNE00	Koronar bypass med fritt transplantat av a. mammaria interna	F	N	E	0	0		
FNE10	Koronar bypass med fritt transplantat av a. gastroepiploica	F	N	E	1	0		
FNE20	Koronar bypass med fritt transplantat av arteria radialis	F	N	E	2	0		
FNE96	Koronar bypass med annet fritt arterietransplantat	F	N	E	9	6		
FNF00	Trombendarterektomi i høyre koronararterie	F	N	F	0	0		
FNF10	Trombendarterektomi i ramus descendens anterior	F	N	F	1	0		
FNF20	Trombendarterektomi i ramus circumflexus	F	N	F	2	0		
FNF30	Trombendarterektomi i venstre koronararteries hovedstamme	F	N	F	3	0		
FNF96	Annen koronar trombendarterektomi	F	N	F	9	6		
FNG00	Dilatasjon av koronararterie	F	N	G	0	0		
FNG02	Perkutan transluminal koronar angioplastikk	F	N	G	0	2		
FNG05	Perkutan transluminal koronar angioplastikk med stentinnlegging	F	N	G	0	5		
FNG10	Embolektomi i koronararterie	F	N	G	1	0		
FNG20	Fjerning av fremmedlegeme fra koronararterie	F	N	G	2	0		
FNG22	Perkutan transluminal fjerning av fremmedlegeme fra koronararterie	F	N	G	2	2		
FNG30	Koronar angioplastikk med patch	F	N	G	3	0		
FNG96	Annen utvidelse eller rekanalisering av koronararterie	F	N	G	9	6		
FNH00	Sutur av koronararterie	F	N	H	0	0		
FNH10	Rekonstruksjon av koronararterie med patch	F	N	H	1	0		
FNH20	Rekonstruksjon av koronararterie med bypass	F	N	H	2	0		
FNH96	Annet rekonstruksjonsinngrep på koronararterie	F	N	H	9	6		
FNJ00	Ligatur av anomal koronararterie	F	N	J	0	0		
FNJ02	Perkutan transluminal okklusjon av anomal koronararterie	F	N	J	0	2		
FNJ10	Lukking av koronarfistel	F	N	J	1	0		
FNJ12	Perkutan transluminal okklusjon av koronarfistel	F	N	J	1	2		
FNJ96	Annen operasjon for koronarfistel	F	N	J	9	6		
FNK00	Transposisjon av koronararterie	F	N	K	0	0		
FNK10	Pulmonal koronar arterieplastikk med anastomose til aorta	F	N	K	1	0		
FNK20	Rekonstruksjon av anomal koronararterie med ligatur og bypass	F	N	K	2	0		
FNK96	Annet rekonstruksjonsinngrep ved anomal avgang av koronararterie	F	N	K	9	6		
FNW96	Annen operasjon på koronararterie	F	N	W	9	6		
FNW98	Annet perkutant transluminalt inngrep på koronararterie	F	N	W	9	8		
FPA00	Deling av anteroseptal atrioventrikulær ledningsbane	F	P	A	0	0		
FPA10	Deling av posteroseptal atrioventrikulær ledningsbane	F	P	A	1	0		
FPA20	Deling av høyresidig atrioventrikulær ledningsbane	F	P	A	2	0		
FPA30	Deling av venstresidig atrioventrikulær ledningsbane	F	P	A	3	0		
FPA40	Deling av multiple atrioventrikulære ledningsbaner	F	P	A	4	0		
FPA96	Annen operasjon for supraventrikulær arytmi	F	P	A	9	6		
FPB00	Eksisjon av ektopisk hjertefokus	F	P	B	0	0		
FPB10	Kryoablasjon av ektopisk hjertefokus	F	P	B	1	0		
FPB20	Radiobølgeablasjon av aberrant ledningsbane eller hjertefokus	F	P	B	2	0		
FPB22	Transvenøs radiobølgeablasjon av aberrant ledningsbane eller hjertefokus	F	P	B	2	2		
FPB32	Transvenøs radiobølgeablasjon av aberrant ledningsbane eller fokus på lungevene	F	P	B	3	2		
FPB96	Annen eksisjon eller destruksjon av aberrant ledningsbane eller hjertefokus	F	P	B	9	6		
FPC00	Partiell endokardial myotomi for ventrikulær arytmi	F	P	C	0	0		
FPC10	Total endokardial myotomi for ventrikulær arytmi	F	P	C	1	0		
FPC96	Annen endokardial myotomi for ventrikulær arytmi	F	P	C	9	6		
FPD00	Labyrintoperasjon for atrieflimmer	F	P	D	0	0		
FPD96	Annen operasjon for atrieflimmer	F	P	D	9	6		
FPE00	Implantasjon av pacemaker med transvenøs ventrikkelelektrode	F	P	E	0	0		
FPE10	Implantasjon av pacemaker med transvenøs atrieelektrode	F	P	E	1	0		
FPE20	Implantasjon av pacemaker med transvenøs atrie- og ventrikkelelektrode	F	P	E	2	0		
FPE26	Implantasjon av transvenøs pacemaker med biventrikulære elektroder	F	P	E	2	6		
FPE30	Utskifting av transvenøs pacemaker pulsgenerator	F	P	E	3	0		
FPE40	Utskifting av transvenøs pacemaker elektrode	F	P	E	4	0		
FPE96	Annen implantasjon eller utskifting av transvenøs pacemaker	F	P	E	9	6		
FPF00	Implantasjon av pacemaker med epikardial ventrikkelelektrode	F	P	F	0	0		
FPF10	Implantasjon av pacemaker med epikardial atrieelektrode	F	P	F	1	0		
FPF20	Implantasjon av pacemaker med epikardial atrie- og ventrikkelelektrode	F	P	F	2	0		
FPF30	Utskifting av epikardial pacemaker pulsgenerator	F	P	F	3	0		
FPF40	Utskifting av epikardial pacemakerelektrode	F	P	F	4	0		
FPF96	Annen implantasjon eller utskifting av epikardial pacemaker	F	P	F	9	6		
FPG10	Implantasjon av cardioverter-defibrillator med generator og epikardial elektrode	F	P	G	1	0		
FPG20	Implantasjon av cardioverter-defibrillator med generator og epikardial elektrode ved åpen hjertekirurgi	F	P	G	2	0		
FPG30	Implantasjon av cardioverter-defibrillator med generator og transvenøs ventrikkelelektrode	F	P	G	3	0		
FPG33	Implantasjon av cardioverter-defibrillator med generator og transvenøs atrie- og ventrikkelelektrode	F	P	G	3	3		
FPG40	Utskifting av pulsgenerator til cardioverter-defibrillator	F	P	G	4	0		
FPG43	Utskifting av transvenøs elektrode til cardioverter-defibrillator	F	P	G	4	3		
FPG96	Annen implantasjon av permanent cardioverter-defibrillator	F	P	G	9	6		
FPH00	Fjerning av pacemaker eller cardioverter-defibrillator med transvenøs ekstraksjon av elektrode	F	P	H	0	0		
FPH10	Fjerning av pacemaker eller cardioverter-defibrillator med åpen ekstraksjon av transvenøs elektrode	F	P	H	1	0		
FPH20	Fjerning av pacemaker eller cardioverter-defibrillator med epikardial elektrode	F	P	H	2	0		
FPH96	Annen fjerning av pacemaker eller cardioverter-defibrillator	F	P	H	9	6		
FPJ00	Revisjon av pacemaker-pulsgenerator eller -elektrode	F	P	J	0	0		
FPW96	Annen operasjon for arytmi eller ledningsforstyrrelse	F	P	W	9	6		
FQA00	Ortotop hjertetransplantasjon	F	Q	A	0	0		
FQA10	Ortotop hjertetransplantasjon med bikaval anastomose	F	Q	A	1	0		
FQA20	Ortotop hjertetransplantasjon med rekonstruksjon av mottakeratrier eller systemvenøse anastomoser	F	Q	A	2	0		
FQA30	Heterotop hjertetransplantasjon	F	Q	A	3	0		
FQA40	Hjertetransplantasjon med levende donor	F	Q	A	4	0		
FQA96	Annen hjertetransplantasjon	F	Q	A	9	6		
FQB00	Transplantasjon av hjerte og lunge	F	Q	B	0	0		
FQB10	Transplantasjon av hjerte og lunge med bikaval anastomose	F	Q	B	1	0		
FQB20	Transplantasjon av hjerte og lunge med rekonstruksjon av mottakeratrier eller systemvenøse anastomoser	F	Q	B	2	0		
FQB30	Transplantasjon av hjerte og lunger med revaskularisering av bronkialarterier	F	Q	B	3	0		
FQB96	Annen transplantasjon av hjerte og lunge	F	Q	B	9	6		
FQW96	Annet inngrep ved transplantasjon av hjerte og lunge	F	Q	W	9	6		
FWA00	Reoperasjon for sårruptur etter inngrep på hjerte eller stort intratorakalt kar	F	W	A	0	0		
FWB00	Reoperasjon for overfladisk infeksjon etter inngrep på hjerte eller stort intratorakalt kar	F	W	B	0	0		
FWC00	Reoperasjon for dyp infeksjon etter inngrep på hjerte eller stort intratorakalt kar	F	W	C	0	0		
FWD00	Reoperasjon for overfladisk blødning etter inngrep på hjerte eller stort intratorakalt kar	F	W	D	0	0		
FWE00	Reoperasjon for dyp blødning etter inngrep på hjerte eller stort intratorakalt kar	F	W	E	0	0		
FWF00	Reoperasjon for insuffisiens av anastomose eller sutur i hjerte eller stort intratorakalt kar	F	W	F	0	0		
FWG00	Reoperasjon for trombose eller emboli etter inngrep på hjerte eller stort intratorakalt kar	F	W	G	0	0		
FWG02	Perkutan transluminal reoperasjon for trombose eller emboli etter inngrep på hjerte eller stort intratorakalt kar	F	W	G	0	2		
FWW96	Annen reoperasjon etter inngrep på hjerte eller stort intratorakalt kar	F	W	W	9	6		
FWW98	Annen perkutan transluminal reoperasjon etter inngrep på hjerte eller stort intratorakalt kar	F	W	W	9	8		
FX281	Åpen hjertekompresjon	F	X	2	8	1		
FXA00	Total peroperativ kardiopulmonal bypass ved normotermi eller moderat hypotermi	F	X	A	0	0		
FXA10	Total peroperativ kardiopulmonal bypass ved dyp hypotermi	F	X	A	1	0		
FXA13	Total peroperativ kardiopulmonal bypass med dyp hypotermi og selektiv cerebral perfusjon	F	X	A	1	3		
FXA20	Total peroperativ kardiopulmonal bypass ved dyp hypotermi og sirkulasjonsstans	F	X	A	2	0		
FXA96	Annen peroperativ total kardiopulmonal bypass	F	X	A	9	6		
FXB00	Peroperativ partiell kardiopulmonal bypass	F	X	B	0	0		
FXC00	Peroperativ partiell kardiopulmonal bypass uten oksygenator	F	X	C	0	0		
FXD00	Kanylering for ECHLA uten samtidig kirurgisk inngrep	F	X	D	0	0		
FXE00	Kanylering for ECLA	F	X	E	0	0		
FXF00	Dekanylering etter ECHLA eller ECLA	F	X	F	0	0		
FXG00	Innlegging av IABP	F	X	G	0	0		
FXH00	Fjerning av IABP	F	X	H	0	0		
FXJ00	Innlegging av PABP	F	X	J	0	0		
FXK00	Fjerning av PABP	F	X	K	0	0		
FXL00	Innlegging av ekstra -, para- eller intrakorporal VAD	F	X	L	0	0		
FXM00	Fjerning av ekstra -, para- eller intrakorporal VAD	F	X	M	0	0		
FXN00	Prosedyre med bruk av TAH	F	X	N	0	0		
FXP00	Hemofiltrasjon eller hemodialyse under kardiopulmonal bypass	F	X	P	0	0		
GAA10	Interkostal innlegging av pleuradren	G	A	A	1	0		
GAA15	Innlegging av pleuradren med costareseksjon	G	A	A	1	5		
GAA20	Pleurostomi	G	A	A	2	0		
GAA31	Torakoskopi	G	A	A	3	1		
GAA96	Annen åpen eller perkutan pleuradrenasje	G	A	A	9	6		
GAA97	Annen torakoskopisk pleuradrenasje	G	A	A	9	7		
GAB00	Nødtorakotomi	G	A	B	0	0		
GAB10	Antero- eller posterolateral torakotomi	G	A	B	1	0		
GAB13	Transaksillær torakotomi	G	A	B	1	3		
GAB20	Median sternotomi	G	A	B	2	0		
GAB96	Annen torakotomi	G	A	B	9	6		
GAC00	Pleurabiopsi	G	A	C	0	0		
GAC01	Torakoskopisk pleurabiopsi	G	A	C	0	1		
GAC10	Fjerning av fremmedlegeme fra pleura	G	A	C	1	0		
GAC11	Torakoskopisk fjerning av fremmedlegeme fra pleura	G	A	C	1	1		
GAC20	Ekstirpasjon eller destruksjon av lesjon i pleura	G	A	C	2	0		
GAC21	Torakoskopisk ekstirpasjon eller destruksjon av lesjon i pleura	G	A	C	2	1		
GAC30	Anleggelse av pneumotoraks	G	A	C	3	0		
GAC33	Mekanisk pleurodese	G	A	C	3	3		
GAC34	Torakoskopisk mekanisk pleurodese	G	A	C	3	4		
GAC36	Kjemisk pleurodese	G	A	C	3	6		
GAC37	Torakoskopisk kjemisk pleurodese	G	A	C	3	7		
GAC40	Pleurodese med pleurektomi	G	A	C	4	0		
GAC41	Torakoskopisk pleurodese med pleurektomi	G	A	C	4	1		
GAC43	Total dekortikasjon av lunge	G	A	C	4	3		
GAC44	Torakoskopisk total dekortikasjon	G	A	C	4	4		
GAC46	Partiell dekortikasjon av lunge	G	A	C	4	6		
GAC47	Torakoskopisk partiell dekortikasjon av pleura	G	A	C	4	7		
GAC96	Annen operasjon på pleura	G	A	C	9	6		
GAC97	Annen torakoskopisk operasjon på pleura	G	A	C	9	7		
GAC98	Annen operasjon på pleura gjennom pleurostomi	G	A	C	9	8		
GAD00	Torakoplastikk	G	A	D	0	0		
GAD03	Torakoplastikk med plombe	G	A	D	0	3		
GAD10	Fjerning av plombe fra brystvegg	G	A	D	1	0		
GAD96	Annen torakoplastikk eller tilhørende inngrep	G	A	D	9	6		
GAE00	Incisjon eller biopsi av brystvegg	G	A	E	0	0		
GAE03	Sutur av brystvegg	G	A	E	0	3		
GAE06	Ekstirpasjon av lesjon i brystvegg	G	A	E	0	6		
GAE10	Lukking av tidligere incisjon i brystvegg	G	A	E	1	0		
GAE13	Lukking av pleuravindu	G	A	E	1	3		
GAE16	Reseksjon av brystvegg	G	A	E	1	6		
GAE20	Reseksjon av brystvegg og rekonstruksjon med lapp	G	A	E	2	0		
GAE23	Reseksjon av brystvegg og rekonstruksjon med protesemateriale	G	A	E	2	3		
GAE26	Rekonstruksjon av brystvegg ved skade	G	A	E	2	6		
GAE30	Rekonstruksjon av brystvegg og diafragma ved kombinert skade	G	A	E	3	0		
GAE40	Operasjon på ribbein og bløtdeler for toraksapertursyndrom	G	A	E	4	0		
GAE50	Rekonstruksjon ved brystveggsdefekt	G	A	E	5	0		
GAE53	Fjerning av fremmedlegeme fra brystvegg	G	A	E	5	3		
GAE96	Annen incisjon, biopsi, reseksjon eller rekonstruksjon av brystvegg	G	A	E	9	6		
GAF00	Korreksjon av pectus carinatum	G	A	F	0	0		
GAF03	Korreksjon av pectus excavatum	G	A	F	0	3		
GAF10	Fjerning av protesemateriale fra brystvegg etter korreksjon av misdannelse	G	A	F	1	0		
GAF96	Annen operasjon for misdannelse av brystvegg	G	A	F	9	6		
GAG00	Transtorakal biopsi av diafragma	G	A	G	0	0		
GAG01	Torakoskopisk biopsi av diafragma	G	A	G	0	1		
GAG10	Transtorakal ekstirpasjon eller destruksjon av lesjon i diafragma	G	A	G	1	0		
GAG11	Torakoskopisk ekstirpasjon eller destruksjon av lesjon i diafragma	G	A	G	1	1		
GAG20	Transtorakal fjerning av fremmedlegeme fra diafragma	G	A	G	2	0		
GAG21	Torakoskopisk fjerning av fremmedlegeme fra diafragma	G	A	G	2	1		
GAG30	Transtorakal rekonstruksjon av diafragma ved ruptur	G	A	G	3	0		
GAG31	Torakoskopisk rekonstruksjon av diafragma ved ruptur	G	A	G	3	1		
GAG33	Transtorakal reseksjon av diafragma	G	A	G	3	3		
GAG36	Transtorakal reseksjon og rekonstruksjon av diafragma med transplantat	G	A	G	3	6		
GAG40	Transtorakal lukking av torakoabdominal fistel	G	A	G	4	0		
GAG50	Transtorakal rekonstruksjon av diafragmadefekt	G	A	G	5	0		
GAG96	Annen transtorakal operasjon på diafragma	G	A	G	9	6		
GAG97	Annen torakoskopisk operasjon på diafragma	G	A	G	9	7		
GAW96	Annen operasjon på brystvegg, pleura eller diafragma	G	A	W	9	6		
GAW97	Annen torakoskopisk operasjon på brystvegg, pleura eller diafragma	G	A	W	9	7		
GBA00	Incisjon av trachea	G	B	A	0	0		
GBA12	Endoskopisk fjerning av fremmedlegeme fra trachea	G	B	A	1	2		
GBA22	Endoskopisk ekstirpasjon av lesjon i trachea	G	B	A	2	2		
GBA25	Endoskopisk elektrokoagulasjon av lesjon i trachea	G	B	A	2	5		
GBA28	Endoskopisk laserterapi av lesjon i trachea	G	B	A	2	8		
GBA32	Endoskopisk innlegging av stent i trachea	G	B	A	3	2		
GBA35	Endoskopisk nedleggelse av stent i trachea	G	B	A	3	5		
GBA40	Sutur av trachea	G	B	A	4	0		
GBA46	Tracheoplastikk	G	B	A	4	6		
GBA50	Rekonstruksjon av trachea	G	B	A	5	0		
GBA53	Rekonstruksjon av trachea med protese	G	B	A	5	3		
GBA96	Annen incisjon eller operasjon på trachea for skade eller lesjon	G	B	A	9	6		
GBA98	Annet endoskopisk inngrep på trachea for skade eller lesjon	G	B	A	9	8		
GBB00	Tracheostomi	G	B	B	0	0		
GBB03	Perkutan tracheostomi	G	B	B	0	3		
GBB06	Tracheostomi med fjerning av fremmedlegeme	G	B	B	0	6		
GBB13	Revisjon av tracheostomi	G	B	B	1	3		
GBB18	Lukking av tracheostomi	G	B	B	1	8		
GBB96	Annet inngrep ved tracheostomi	G	B	B	9	6		
GBC00	Partiell reseksjon av trachea	G	B	C	0	0		
GBC03	Reseksjon av trachea	G	B	C	0	3		
GBC06	Reseksjon og rekonstruksjon av trachea med protese	G	B	C	0	6		
GBC10	Reseksjon og rekonstruksjon av carina	G	B	C	1	0		
GBC13	Reseksjon og rekonstruksjon av carina med transplantat	G	B	C	1	3		
GBC96	Annen reseksjon eller rekonstruksjon av trachea	G	B	C	9	6		
GBW96	Annen operasjon på trachea	G	B	W	9	6		
GBW98	Annet transluminalt endoskopisk inngrep på trachea	G	B	W	9	8		
GCA02	Bronkoskopisk elektrokoagulasjon	G	C	A	0	2		
GCA05	Bronkoskopisk laserterapi	G	C	A	0	5		
GCA06	Ekstirpasjon av lesjon i bronkie	G	C	A	0	6		
GCA08	Bronkoskopisk ekstirpasjon av lesjon	G	C	A	0	8		
GCA10	Åpen fjerning av fremmedlegeme i bronkie	G	C	A	1	0		
GCA12	Bronkoskopisk fjerning av fremmedlegeme	G	C	A	1	2		
GCA18	Bronkoskopisk dilatasjon av bronkie	G	C	A	1	8		
GCA20	Sutur eller rekonstruksjon av bronkie for skade	G	C	A	2	0		
GCA26	Plastisk rekonstruksjon av bronkie	G	C	A	2	6		
GCA30	Rekonstruksjon av bronkie med protese	G	C	A	3	0		
GCA32	Endoskopisk innlegging av stent i bronkie	G	C	A	3	2		
GCA40	Lukking av bronkopleural fistel	G	C	A	4	0		
GCA42	Bronkoskopisk lukking av bronkopleural fistel	G	C	A	4	2		
GCA43	Annen lukking av bronkopleural fistel	G	C	A	4	3		
GCA50	Partiell reseksjon av bronkie	G	C	A	5	0		
GCA60	Reseksjon av bronkie med ende til ende-anastomose	G	C	A	6	0		
GCA63	Mansjettreseksjon av bronkie	G	C	A	6	3		
GCA70	Reseksjon og rekonstruksjon av bronkie med protese	G	C	A	7	0		
GCA96	Annen operasjon på bronkie	G	C	A	9	6		
GCA98	Annet bronkoskopisk inngrep	G	C	A	9	8		
GDA00	Incisjon av lunge	G	D	A	0	0		
GDA01	Torakoskopisk incisjon av lunge	G	D	A	0	1		
GDA10	Lungebiopsi	G	D	A	1	0		
GDA11	Torakoskopisk lungebiopsi	G	D	A	1	1		
GDA20	Ekstirpasjon av lesjon i lunge	G	D	A	2	0		
GDA21	Torakoskopisk ekstirpasjon av lesjon i lunge	G	D	A	2	1		
GDA30	Åpen fjerning av fremmedlegeme fra lunge	G	D	A	3	0		
GDA31	Torakoskopisk fjerning av fremmedlegeme fra lunge	G	D	A	3	1		
GDA40	Rekonstruksjon av lunge ved skade	G	D	A	4	0		
GDA41	Torakoskopisk rekonstruksjon av lunge ved skade	G	D	A	4	1		
GDA96	Annen incisjon, ekstirpasjon av lesjon eller rekonstruksjon av lunge	G	D	A	9	6		
GDA97	Annen torakoskopisk incisjon, ekstirpasjon av lesjon eller rekonstruksjon av lunge	G	D	A	9	7		
GDA98	Annen bronkoskopisk incisjon, ekstirpasjon av lesjon eller rekonstruksjon av lunge	G	D	A	9	8		
GDB00	Reseksjon av bullae	G	D	B	0	0		
GDB01	Torakoskopisk reseksjon av bullae	G	D	B	0	1		
GDB10	Kilereseksjon av lunge	G	D	B	1	0		
GDB11	Torakoskopisk kilereseksjon av lunge	G	D	B	1	1		
GDB20	Segmentreseksjon av lunge	G	D	B	2	0		
GDB21	Torakoskopisk segmentreseksjon av lunge	G	D	B	2	1		
GDB96	Annet reseksjonsinngrep på lunge	G	D	B	9	6		
GDB97	Annet torakoskopisk reseksjonsinngrep på lunge	G	D	B	9	7		
GDC00	Lobektomi av lunge	G	D	C	0	0		
GDC01	Torakoskopisk lobektomi av lunge	G	D	C	0	1		
GDC10	Bilobektomi av lunge	G	D	C	1	0		
GDC11	Torakoskopisk bilobektomi av lunge	G	D	C	1	1		
GDC13	Utvidet lobektomi eller bilobektomi av lunge	G	D	C	1	3		
GDC20	Lobektomi av lunge og mansjettreseksjon av bronkie	G	D	C	2	0		
GDC23	Lobektomi og segmentreseksjon av lunge	G	D	C	2	3		
GDC26	Lobektomi og annen reseksjon av lunge	G	D	C	2	6		
GDC96	Annen lobektomi av lunge	G	D	C	9	6		
GDC97	Annen torakoskopisk lobektomi av lunge	G	D	C	9	7		
GDD00	Pneumonektomi	G	D	D	0	0		
GDD01	Torakoskopisk pneumonektomi	G	D	D	0	1		
GDD10	Pleuropneumonektomi	G	D	D	1	0		
GDD11	Torakoskopisk pleuropneumonektomi	G	D	D	1	1		
GDD20	Utvidet pneumonektomi	G	D	D	2	0		
GDD23	Pneumonektomi med reseksjon av carina	G	D	D	2	3		
GDD26	Pneumonektomi med reseksjon av bronkie og ev. trachea	G	D	D	2	6		
GDD96	Annen pneumonektomi	G	D	D	9	6		
GDD97	Annen torakoskopisk pneumonektomi	G	D	D	9	7		
GDG00	Unilateral lungetransplantasjon	G	D	G	0	0		
GDG03	Unilateral lungetransplantasjon med revaskularisering av bronkialarterier	G	D	G	0	3		
GDG10	Bilateral lungetransplantasjon	G	D	G	1	0		
GDG13	Bilateral lungetransplantasjon med revaskularisering av bronkialarterier	G	D	G	1	3		
GDG30	Lungetransplantasjon fra levende donor	G	D	G	3	0		
GDG96	Annen lungetransplantasjon	G	D	G	9	6		
GDW96	Annen operasjon på lunge	G	D	W	9	6		
GDW97	Annen torakoskopisk operasjon på lunge	G	D	W	9	7		
GDW98	Annen bronkoskopisk operasjon på lunge	G	D	W	9	8		
GEA00	Mediastinoskopi	G	E	A	0	0		
GEA10	Mediastinoskopi med fjerning av fremmedlegeme	G	E	A	1	0		
GEA20	Mediastinoskopi med ekstirpasjon av lesjon	G	E	A	2	0		
GEA96	Annet mediastinoskopisk inngrep	G	E	A	9	6		
GEB10	Mediastinotomi	G	E	B	1	0		
GEB20	Mediastinotomi med fjerning av fremmedlegeme	G	E	B	2	0		
GEB30	Mediastinotomi og ekstirpasjon av lesjon	G	E	B	3	0		
GEB40	Mediastinotomi og utvidet ekstirpasjon av lesjon	G	E	B	4	0		
GEB96	Annen mediastinotomi	G	E	B	9	6		
GEC00	Biopsi av thymus	G	E	C	0	0		
GEC03	Mediastinoskopisk biopsi av thymus	G	E	C	0	3		
GEC10	Transcervikal reseksjon av thymus	G	E	C	1	0		
GEC13	Transsternal reseksjon av thymus	G	E	C	1	3		
GEC14	Torakoskopisk reseksjon av thymus	G	E	C	1	4		
GEC16	Mediastinoskopisk reseksjon av thymus	G	E	C	1	6		
GEC20	Transcervikal thymektomi	G	E	C	2	0		
GEC23	Transsternal thymektomi	G	E	C	2	3		
GEC24	Torakoskopisk thymektomi	G	E	C	2	4		
GEC26	Mediastinoskopisk thymektomi	G	E	C	2	6		
GEC93	Annen mediastinoskopisk operasjon på thymus	G	E	C	9	3		
GEC96	Annen operasjon på thymus	G	E	C	9	6		
GEC97	Annet torakoskopisk inngrep på thymus	G	E	C	9	7		
GEW96	Annen operasjon på mediastinum	G	E	W	9	6		
GWA00	Reoperasjon for sårruptur ved torakskirurgi	G	W	A	0	0		
GWB00	Reoperasjon for overfladisk infeksjon ved torakskirurgi	G	W	B	0	0		
GWC00	Reoperasjon for dyp infeksjon ved torakskirurgi	G	W	C	0	0		
GWC01	Torakoskopisk reoperasjon for dyp infeksjon ved torakskirurgi	G	W	C	0	1		
GWD00	Reoperasjon for overfladisk blødning ved torakskirurgi	G	W	D	0	0		
GWE00	Reoperasjon for dyp blødning ved torakskirurgi	G	W	E	0	0		
GWE01	Torakoskopisk reoperasjon for dyp blødning ved torakskirurgi	G	W	E	0	1		
GWE02	Transluminal endoskopisk reoperasjon for dyp blødning ved torakskirurgi	G	W	E	0	2		
GWF00	Reoperasjon for insuffisiens av anastomose eller sutur ved torakskirurgi	G	W	F	0	0		
GWF01	Torakoskopisk reoperasjon for insuffisiens av anastomose eller sutur ved torakskirurgi	G	W	F	0	1		
GWW96	Annen reoperasjon ved torakskirurgi	G	W	W	9	6		
