Code Type;Year;Code;Code Text;Change from 2012 to 2013?
NCSP;2013;NAJ44;Osteosyntese frakt lumbalkol metalltrÜd/stav/cerclage/pinne;
NCSP;2013;NAJ45;Ostsynt fr cerv/torak/lumbkol metalltrÜd/stav/cerclage/pinne;
NCSP;2013;NAJ46;Osteosynt fr lumbosakralkol metalltrÜd/stav/cerclage/pinne;
NCSP;2013;NAJ60;Osteosyntese av fraktur i cervikalkolumna med plate/skruer;
NCSP;2013;NAJ61;Osteosyntese fraktur cerv/torakalkolumna med plate/skruer;
NCSP;2013;NAJ62;Osteosyntese av fraktur i torakalkolumna med plate og skruer;
NCSP;2013;NAJ63;Osteosyntese fraktur i torakal/lumbalkolumna plate/skruer;
NCSP;2013;NAJ64;Osteosyntese av fraktur i lumbalkolumna med plate og skruer;
NCSP;2013;NAJ65;Osteosynt frakt cervikal/torakal/lumbalkolumna plate/skruer;
NCSP;2013;NAJ66;Osteosyntese fraktur i lumbosakralkolumna med plate/skruer;
NCSP;2013;NAJ70;Osteosyntese av fraktur i cervikalkolumna med skruer;
NCSP;2013;NAJ71;Osteosyntese av fraktur i cervikal/torakalkolumna med skruer;
NCSP;2013;NAJ72;Osteosyntese av fraktur i torakalkolumna med skruer;
NCSP;2013;NAJ73;Osteosyntese av fraktur i torakal/lumbalkolumna med skruer;
NCSP;2013;NAJ74;Osteosyntese av fraktur i lumbalkolumna med skruer;
NCSP;2013;NAJ75;Osteosynt fraktur cervikal/torakal/lumbalkolumna med skruer;
NCSP;2013;NAJ76;Osteosyntese av fraktur i lumbosakralkolumna med skruer;
NCSP;2013;NAJ80;Osteosynt fraktur cervikalkolumna annet/kombinert materiale;
NCSP;2013;NAJ81;Osteosynt fraktur cerv/torakalkol annet/kombinert materiale;
NCSP;2013;NAJ82;Osteosynt frakt torakalkolumna med annet/kombinert materiale;
NCSP;2013;NAJ83;Osteosynt frakt torak/lumbkolumna annet/kombinert materiale;
NCSP;2013;NAJ84;Osteosyntese fraktur lumbalkolumna annet/kombinert materiale;
NCSP;2013;NAJ85;Osteosynt fr cerv/torak/lumbalkol annet/kombinert materiale;
NCSP;2013;NAJ86;Osteosynt frakt lumbosakralkolumna annet/kombinert materiale;
NCSP;2013;NAJ90;Annen operativ bruddbehandling i cervikalkolumna;
NCSP;2013;NAJ91;Annen operativ bruddbehandling i cervikal- og torakalkolumna;
NCSP;2013;NAJ92;Annen operativ bruddbehandling i torakalkolumna;
NCSP;2013;NAJ93;Annen operativ bruddbehandling i torakal- og lumbalkolumna;
NCSP;2013;NAJ94;Annen operativ bruddbehandling i lumbalkolumna;
NCSP;2013;NAJ95;Annen operativ bruddbeh cervikal/torakal/lumbalkolumna;
NCSP;2013;NAJ96;Annen operativ bruddbehandling i lumbalkolumna;
NCSP;2013;NAK00;Eksisjon av virvelfragment i cervikalkolumna;
NCSP;2013;NAK01;Eksisjon av virvelfragment i cervikal- og torakalkolumna;
NCSP;2013;NAK02;Eksisjon av virvelfragment i torakalkolumna;
NCSP;2013;NAK03;Eksisjon av virvelfragment i torakal- og lumbalkolumna;
NCSP;2013;NAK04;Eksisjon av virvelfragment i lumbalkolumna;
NCSP;2013;NAK05;Eksisjon av virvelfragment i cervikal/torakal/lumbalkolumna;
NCSP;2013;NAK06;Eksisjon av virvelfragment i lumbosakralkolumna;
NCSP;2013;NAK10;Reseksjon eller eksisjon av cervikalvirvel;
NCSP;2013;NAK11;Reseksjon eller eksisjon av cervikal- og torakalvirvel;
NCSP;2013;NAK12;Reseksjon eller eksisjon av torakalvirvel;
NCSP;2013;NAK13;Reseksjon eller eksisjon av torakal- og lumbalvirvel;
NCSP;2013;NAK14;Reseksjon eller eksisjon av lumbalvirvel;
NCSP;2013;NAK15;Reseksjon eller eksisjon av cervikal/torakal/lumbalvirvel;
NCSP;2013;NAK16;Reseksjon eller eksisjon av lumbosakralvirvel;
NCSP;2013;NAK20;Fenestrasjon eller oppboring av cervikalvirvel;
NCSP;2013;NAK21;Fenestrasjon eller oppboring av cervikal- og torakalvirvel;
NCSP;2013;NAK22;Fenestrasjon eller oppboring av torakalvirvel;
NCSP;2013;NAK23;Fenestrasjon eller oppboring av torakal- og lumbalvirvel;
NCSP;2013;NAK24;Fenestrasjon eller oppboring av lumbalvirvel;
NCSP;2013;NAK25;Fenestrasjon/oppboring av cervikal/torakal/lumbalvirvel;
NCSP;2013;NAK26;Fenestrasjon eller oppboring av lumbosakralvirvel;
NCSP;2013;NAK30;Utskraping av cyste i cervikalvirvel;
NCSP;2013;NAK31;Utskraping av cyste i cervikal- og torakalvirvel;
NCSP;2013;NAK32;Utskraping av cyste i torakalvirvel;
NCSP;2013;NAK33;Utskraping av cyste i torakal- og lumbalvirvel;
NCSP;2013;NAK34;Utskraping av cyste i lumbalvirvel;
NCSP;2013;NAK35;Utskraping av cyste i cervikal-, torakal- og lumbalvirvel;
NCSP;2013;NAK36;Utskraping av cyste i lumbosakralvirvel;
NCSP;2013;NAK40;Vertebroplastikk i cervikalkolumna;
NCSP;2013;NAK41;Vertebroplastikk i cervikal- og torakalkolumna;
NCSP;2013;NAK42;Vertebroplastikk i torakalkolumna;
NCSP;2013;NAK43;Vertebroplastikk i torakal- og lumbalkolumna;
NCSP;2013;NAK44;Vertebroplastikk i lumbalkolumna;
NCSP;2013;NAK45;Vertebroplastikk i cervikal-, torakal- og lumbalkolumna;
NCSP;2013;NAK46;Vertebroplastikk i lumbosakralkolumna;
NCSP;2013;NAK90;Annen operasjon pÜ cervikalvirvel;
NCSP;2013;NAK91;Annen operasjon pÜ cervikal- og torakalvirvel;
NCSP;2013;NAK92;Annen operasjon pÜ torakalvirvel;
NCSP;2013;NAK93;Annen operasjon pÜ torakal- og lumbalvirvel;
NCSP;2013;NAK94;Annen operasjon pÜ lumbalvirvel;
NCSP;2013;NAK95;Annen operasjon pÜ cervikal-, torakal- og lumbalvirvel;
NCSP;2013;NAK96;Annen operasjon pÜ lumbosakralvirvel;
NCSP;2013;NAL09;Lõsning av muskel i kolumna;
NCSP;2013;NAL19;Sutur eller rekonstruksjon av muskel i kolumna;
NCSP;2013;NAL29;Transposisjon av muskel i kolumna;
NCSP;2013;NAL39;Myotomi eller tenotomi i kolumna;
NCSP;2013;NAL79;Eksisjon av muskel eller sene i kolumna;
NCSP;2013;NAL99;Annen operasjon pÜ muskel eller sene i kolumna;
NCSP;2013;NAM09;Fasciotomi i kolumna;
NCSP;2013;NAM19;Reseksjon eller eksisjon av fascie i kolumna;
NCSP;2013;NAM29;Sutur av fascie i kolumna;
NCSP;2013;NAM39;Eksisjon av synovialt ganglion i kolumna;
NCSP;2013;NAM79;Eksisjon av bursa i kolumna;
NCSP;2013;NAM99;Annen operasjon pÜ fascie, ganglion eller bursa i kolumna;
NCSP;2013;NAN00;Autotransplantasjon av bein i cervikalkolumna;
NCSP;2013;NAN01;Autotransplantasjon av bein i cervikal- og torakalkolumna;
NCSP;2013;NAN02;Autotransplantasjon av bein i torakalkolumna;
NCSP;2013;NAN03;Autotransplantasjon av bein i torakal- og lumbalkolumna;
NCSP;2013;NAN04;Autotransplantasjon av bein i lumbalkolumna;
NCSP;2013;NAN05;Autotransplantasjon bein til cervikal/torakal/lumbalkolumna;
NCSP;2013;NAN06;Autotransplantasjon av bein i lumbosakralkolumna;
NCSP;2013;NAN10;Allotransplantasjon av bein i cervikalkolumna;
NCSP;2013;NAN11;Allotransplantasjon av bein i cervikal- og torakalkolumna;
NCSP;2013;NAN12;Allotransplantasjon av bein i torakalkolumna;
NCSP;2013;NAN13;Allotransplantasjon av bein i torakal- og lumbalkolumna;
NCSP;2013;NAN14;Allotransplantasjon av bein i lumbalkolumna;
NCSP;2013;NAN15;Allotransplantasjon bein til cervikal/torakal/lumbalkolumna;
NCSP;2013;NAN16;Allotransplantasjon av bein i lumbosakralkolumna;
NCSP;2013;NAN20;Xenotransplantasjon av bein i cervikalkolumna;
NCSP;2013;NAN21;Xenotransplantasjon av bein i cervikal- og torakalkolumna;
NCSP;2013;NAN22;Xenotransplantasjon av bein i torakalkolumna;
NCSP;2013;NAN23;Xenotransplantasjon av bein i torakal- og lumbalkolumna;
NCSP;2013;NAN24;Xenotransplantasjon av bein i lumbalkolumna;
NCSP;2013;NAN25;Xenotransplantasjon bein til cervikal/torakal/lumbalkolumna;
NCSP;2013;NAN26;Xenotransplantasjon av bein i lumbosakralkolumna;
NCSP;2013;NAN40;Transplantasjon av brusk/periost/fascie til cervikalkolumna;
NCSP;2013;NAN41;Transplant brusk/periost/fascie til cervikal/torakalkolumna;
NCSP;2013;NAN42;Transplantasjon av brusk/periost/fascie til torakalkolumna;
NCSP;2013;NAN43;Transplant brusk/periost/fascie til torakal/lumbalkolumna;
NCSP;2013;NAN44;Transplantasjon av brusk/periost/fascie til lumbalkolumna;
NCSP;2013;NAN45;Transplant brusk/periost/fascie cerv/torakal/lumbalkolumna;
NCSP;2013;NAN46;Transplantasjon brusk/periost/fascie til lumbosakralkolumna;
NCSP;2013;NAN90;Annen transplantasjon til cervikalkolumna;
NCSP;2013;NAN91;Annen transplantasjon til cervikal- og torakalkolumna;
NCSP;2013;NAN92;Annen transplantasjon til torakalkolumna;
NCSP;2013;NAN93;Annen transplantasjon til torakal- og lumbalkolumna;
NCSP;2013;NAN94;Annen transplantasjon til lumbalkolumna;
NCSP;2013;NAN95;Annen transplant til cervikal-, torakal- og lumbalkolumna;
NCSP;2013;NAN96;Annen transplantasjon til lumbosakralkolumna;
NCSP;2013;NAR00;Reseksjon av blõtdelstumor i cervikalkolumna;
NCSP;2013;NAR01;Reseksjon av blõtdelstumor i cervikal- og torakalkolumna;
NCSP;2013;NAR02;Reseksjon av blõtdelstumor i torakalkolumna;
NCSP;2013;NAR03;Reseksjon av blõtdelstumor i torakal- og lumbalkolumna;
NCSP;2013;NAR04;Reseksjon av blõtdelstumor i lumbalkolumna;
NCSP;2013;NAR05;Reseksjon av blõtdelstumor i cervikal/torakal/lumbalkolumna;
NCSP;2013;NAR06;Reseksjon av blõtdelstumor i lumbosakralkolumna;
NCSP;2013;NAR10;Marginal eksisjon av blõtdelstumor i cervikalkolumna;
NCSP;2013;NAR11;Marginal eksisjon av blõtdelstumor i cervikal/torakalkolumna;
NCSP;2013;NAR12;Marginal eksisjon av blõtdelstumor i torakalkolumna;
NCSP;2013;NAR13;Marginal eksisjon av blõtdelstumor i torakal/lumbalkolumna;
NCSP;2013;NAR14;Marginal eksisjon av blõtdelstumor i lumbalkolumna;
NCSP;2013;NAR15;Marginal eksisjon av blõtdelstumor i cerv/torak/lumbalkol;
NCSP;2013;NAR16;Marginal eksisjon av blõtdelstumor i lumbosakralkolumna;
NCSP;2013;NAR20;Vid eksisjon av blõtdelstumor i cervikalkolumna;
NCSP;2013;NAR21;Vid eksisjon av blõtdelstumor i cervikal- og torakalkolumna;
NCSP;2013;NAR22;Vid eksisjon av blõtdelstumor i torakalkolumna;
NCSP;2013;NAR23;Vid eksisjon av blõtdelstumor i torakal- og lumbalkolumna;
NCSP;2013;NAR24;Vid eksisjon av blõtdelstumor i lumbalkolumna;
NCSP;2013;NAR25;Vid eksisjon av blõtdelstumor i cerv/torakal/lumbalkolumna;
NCSP;2013;NAR26;Vid eksisjon av blõtdelstumor i lumbosakralkolumna;
NCSP;2013;NAR30;Kompartmentell eksisjon av blõtdelstumor i cervikalkolumna;
NCSP;2013;NAR31;Kompartmentell eksisjon av blõtdelstumor i cerv/torakalkol;
NCSP;2013;NAR32;Kompartmentell eksisjon av blõtdelstumor i torakalkolumna;
NCSP;2013;NAR33;Kompartmentell eksisjon av blõtdelstumor i torakal/lumbalkol;
NCSP;2013;NAR34;Kompartmentell eksisjon av blõtdelstumor i lumbalkolumna;
NCSP;2013;NAR35;Kompartmentell eksisjon blõtdelstumor cerv/torakal/lumbalkol;
NCSP;2013;NAR36;Kompartmentell eksisjon blõtdelstumor i lumbosakralkolumna;
NCSP;2013;NAR40;Reseksjon av bein- eller brusktumor i cervikalkolumna;
NCSP;2013;NAR41;Reseksjon av bein/brusktumor i cervikal/torakalkolumna;
NCSP;2013;NAR42;Reseksjon av bein- eller brusktumor i torakalkolumna;
NCSP;2013;NAR43;Reseksjon av bein/brusktumor i torakal- og lumbalkolumna;
NCSP;2013;NAR44;Reseksjon av bein- eller brusktumor i lumbalkolumna;
NCSP;2013;NAR45;Reseksjon av bein/brusktumor i cerv/torakal/lumbalkolumna;
NCSP;2013;NAR46;Reseksjon av bein- eller brusktumor i lumbosakralkolumna;
NCSP;2013;NAR50;Marginal eksisjon av bein/brusktumor i cervikalkolumna;
NCSP;2013;NAR51;Marginal eksisjon av bein/brusktumor i cerv/torakalkolumna;
NCSP;2013;NAR52;Marginal eksisjon av bein- eller brusktumor i torakalkolumna;
NCSP;2013;NAR53;Marginal eksisjon av bein/brusktumor i torakal/lumbalkolumna;
NCSP;2013;NAR54;Marginal eksisjon av bein- eller brusktumor i lumbalkolumna;
NCSP;2013;NAR55;Marginal eksisjon av bein/brusktumor i cerv/torak/lumbalkol;
NCSP;2013;NAR56;Marginal eksisjon av bein/brusktumor i lumbosakralkolumna;
NCSP;2013;NAR60;Vid eksisjon av bein- eller brusktumor i cervikalkolumna;
NCSP;2013;NAR61;Vid eksisjon av bein/brusktumor i cervikal/torakalkolumna;
NCSP;2013;NAR62;Vid eksisjon av bein- eller brusktumor i torakalkolumna;
NCSP;2013;NAR63;Vid eksisjon av bein/brusktumor i torakal- og lumbalkolumna;
NCSP;2013;NAR64;Vid eksisjon av bein- eller brusktumor i lumbalkolumna;
NCSP;2013;NAR65;Vid eksisjon av bein/brusktumor i cerv/torakal/lumbalkolumna;
NCSP;2013;NAR66;Vid eksisjon av bein- eller brusktumor i lumbosakralkolumna;
NCSP;2013;NAR70;Kompartmentell eksisjon av bein/brusktumor i cervikalkolumna;
NCSP;2013;NAR71;Kompartmentell eksisjon bein/brusktumor i cerv/torakalkol;
NCSP;2013;NAR72;Kompartmentell eksisjon av bein/brusktumor i torakalkolumna;
NCSP;2013;NAR73;Kompartmentell eksisjon bein/brusktumor i torakal/lumbalkol;
NCSP;2013;NAR74;Kompartmentell eksisjon av bein/brusktumor i lumbalkolumna;
NCSP;2013;NAR75;Kompartmentell eksisjon bein/brusktumor cerv/torak/lumbalkol;
NCSP;2013;NAR76;Kompartmentell eksisjon bein/brusktumor i lumbosakralkolumna;
NCSP;2013;NAR90;Annen operasjon for tumor i cervikalkolumna;
NCSP;2013;NAR91;Annen operasjon for tumor i cervikal- og torakalkolumna;
NCSP;2013;NAR92;Annen operasjon for tumor i torakalkolumna;
NCSP;2013;NAR93;Annen operasjon for tumor i torakal- og lumbalkolumna;
NCSP;2013;NAR94;Annen operasjon for tumor i lumbalkolumna;
NCSP;2013;NAR95;Annen operasjon for tumor i cervikal/torakal/lumbalkolumna;
NCSP;2013;NAR96;Annen operasjon for tumor i lumbosakralkolumna;
NCSP;2013;NAS10;Incisjon og revisjon ved artritt i cervikalkolumna;
NCSP;2013;NAS11;Incisjon/revisjon ved artritt i cervikal/torakalkolumna;
NCSP;2013;NAS12;Incisjon og revisjon ved artritt i torakalkolumna;
NCSP;2013;NAS13;Incisjon og revisjon ved artritt i torakal- og lumbalkolumna;
NCSP;2013;NAS14;Incisjon og revisjon ved artritt i lumbalkolumna;
NCSP;2013;NAS15;Incisjon/revisjon ved artritt i cerv/torakal/lumbalkolumna;
NCSP;2013;NAS16;Incisjon og revisjon ved artritt i lumbosakralkolumna;
NCSP;2013;NAS20;Incisjon og revisjon ved infeksjon i cervikalvirvel;
NCSP;2013;NAS21;Incisjon/revisjon ved infeksjon i cervikal- og torakalvirvel;
NCSP;2013;NAS22;Incisjon og revisjon ved infeksjon i torakalvirvel;
NCSP;2013;NAS23;Incisjon/revisjon ved infeksjon i torakal- og lumbalvirvel;
NCSP;2013;NAS24;Incisjon og revisjon ved infeksjon i lumbalvirvel;
NCSP;2013;NAS25;Incisjon/revisjon ved infeksjon i cerv/torakal/lumbalvirvel;
NCSP;2013;NAS26;Incisjon og revisjon ved infeksjon i lumbosakralvirvel;
NCSP;2013;NAS40;Incisjon/revisjon/terapeutisk substans artritt i cervkolumna;
NCSP;2013;NAS41;Incisjon/revisjon/terap subst artritt i cerv/torakalkolumna;
NCSP;2013;NAS42;Incisjon/revisjon/terap subst ved artritt i torakalkolumna;
NCSP;2013;NAS43;Incisjon/revisjon/terap subst artritt i torakal/lumbalkol;
NCSP;2013;NAS44;Incisjon/revisjon/terap substans ved artritt i lumbalkolumna;
NCSP;2013;NAS45;Incisjon/revisjon/terap subst artritt cerv/torakal/lumbalkol;
NCSP;2013;NAS46;Incisjon/revisjon/terap subst v artritt i lumbosakralkolumna;
NCSP;2013;NAS50;Incisjon/revisjon/terap subst ved infeksjon i cervikalvirvel;
NCSP;2013;NAS51;Incisjon/revisjon/terap subst infeksjon cerv/torakalvirvel;
NCSP;2013;NAS52;Incisjon/revisjon/terap subst ved infeksjon i torakalvirvel;
NCSP;2013;NAS53;Incisjon/revisjon/terap subst infeksjon i torak/lumbalvirvel;
NCSP;2013;NAS54;Incisjon/revisjon/terap subst ved infeksjon i lumbalvirvel;
NCSP;2013;NAS55;Incisjon/revisjon/terap subst infek cerv/torak/lumbalvirvel;
NCSP;2013;NAS56;Incisjon/revisjon/terap subst infeksjon lumbosakralvirvel;
NCSP;2013;NAS60;Incisjon/revisjon ved infeksjon i cervikal mellomvirvelskive;
NCSP;2013;NAS61;Incisjon/revisjon ved infek cervikal/torakal mvirvelskive;
NCSP;2013;NAS62;Incisjon/revisjon ved infeksjon i torakal mellomvirvelskive;
NCSP;2013;NAS63;Incisjon/revisjon ved infek torakal/lumbal mellomvirvelskive;
NCSP;2013;NAS64;Incisjon/revisjon ved infeksjon i lumbal mellomvirvelskive;
NCSP;2013;NAS65;Incisjon/rev infek cervikal/torakal/lumbal mellomvirvelskive;
NCSP;2013;NAS66;Incisjon/revisjon infeksjon i lumbosakral mellomvirvelskive;
NCSP;2013;NAS90;Annen op for infeksjon i sene/ledd/skive/bein cervkolumna;
NCSP;2013;NAS91;Annen op for infeksjon sene/ledd/skive/bein cerv/torakalkol;
NCSP;2013;NAS92;Annen op for infeksjon i sene/ledd/skive/bein torakalkolumna;
NCSP;2013;NAS93;Annen op for infek sene/ledd/skive/bein torak/lumbalkolumna;
NCSP;2013;NAS94;Annen op for infeksjon i sene/ledd/skive/bein lumbalkolumna;
NCSP;2013;NAS95;Annen op infek i sene/ledd/skive/bein cerv/torak/lumbkolumna;
NCSP;2013;NAS96;Annen op for infek i sene/ledd/skive/bein lumbosakralkolumna;
NCSP;2013;NAT00;Fjerning av fremmedlegeme fra vev i cervikalkolumna;
NCSP;2013;NAT01;Fj av fremmedlegeme fra vev i cervikal- og torakalkolumna;
NCSP;2013;NAT02;Fjerning av fremmedlegeme fra vev i torakalkolumna;
NCSP;2013;NAT03;Fj av fremmedlegeme fra vev i torakal- og lumbalkolumna;
NCSP;2013;NAT04;Fjerning av fremmedlegeme fra vev i lumbalkolumna;
NCSP;2013;NAT05;Fj av fremmedlegeme fra vev i cervikal/torakal/lumbalkolumna;
NCSP;2013;NAT06;Fjerning av fremmedlegeme fra vev i lumbosakralkolumna;
NCSP;2013;NAT10;Fremre korreksjon av cervikalkolumna med internt instrument;
NCSP;2013;NAT11;Fremre korreksjon cervikal/torakalkolumna internt instrument;
NCSP;2013;NAT12;Fremre korreksjon av torakalkolumna med internt instrument;
NCSP;2013;NAT13;Fremre korreksjon torakal/lumbalkolumna internt instrument;
NCSP;2013;NAT14;Fremre korreksjon av lumbalkolumna med internt instrument;
NCSP;2013;NAT15;Fremre korreksjon cerv/torak/lumbkolumna internt instrument;
NCSP;2013;NAT16;Fremre korreksjon lumbosakralkolumna med internt instrument;
NCSP;2013;NAT20;Bakre korreksjon av cervikalkolumna med internt instrument;
NCSP;2013;NAT21;Bakre korreksjon cerv/torakalkolumna med internt instrument;
NCSP;2013;NAT22;Bakre korreksjon av torakalkolumna med internt instrument;
NCSP;2013;NAT23;Bakre korreksjon torak/lumbalkolumna med internt instrument;
NCSP;2013;NAT24;Bakre korreksjon av lumbalkolumna med internt instrument;
NCSP;2013;NAT25;Bakre korreksjon cerv/torak/lumbalkolumna internt instrument;
NCSP;2013;NAT26;Bakre korreksjon lumbosakralkolumna med internt instrument;
NCSP;2013;NAT90;Annen operasjon pÜ cervikalkolumna;
NCSP;2013;NAT91;Annen operasjon pÜ cervikal- og torakalkolumna;
NCSP;2013;NAT92;Annen operasjon pÜ torakalkolumna;
NCSP;2013;NAT93;Annen operasjon pÜ torakal- og lumbalkolumna;
NCSP;2013;NAT94;Annen operasjon pÜ lumbalkolumna;
NCSP;2013;NAT95;Annen operasjon pÜ cervikal-, torakal- og lumbalkolumna;
NCSP;2013;NAT96;Annen operasjon pÜ lumbosakralkolumna;
NCSP;2013;NAU39;Fjerning av eksternt fiksasjonsutstyr fra kolumna;
NCSP;2013;NAU49;Fjerning av osteosyntesemateriale fra kolumna;
NCSP;2013;NAU89;Fjerning av terapeutisk substans etter infekbeh i kolumna;
NCSP;2013;NAU99;Fjerning av annet implantat fra kolumna;
NCSP;2013;NAW49;Reoperasjon for sÜrruptur e/ inngrep pÜ kolumna;
NCSP;2013;NAW59;Reoperasjon for overfladisk infeksjon e/ inngrep pÜ kolumna;
NCSP;2013;NAW69;Reoperasjon for dyp infeksjon i kolumna;
NCSP;2013;NAW79;Reoperasjon for overfladisk blõdning e/ inngrep pÜ kolumna;
NCSP;2013;NAW89;Reoperasjon for dyp blõdning i kolumna;
NCSP;2013;NAW99;Annen reoperasjon pÜ kolumna;
NCSP;2013;NBA00;Perkutan eksplorasjon av blõtdeler i skulder eller overarm;
NCSP;2013;NBA02;èpen eksplorasjon av blõtdeler i skulder eller overarm;
NCSP;2013;NBA10;Perkutan eksplorasjon av ledd i skulder;
NCSP;2013;NBA11;Artroskopi i skulder;
NCSP;2013;NBA12;Artrotomi i skulder;
NCSP;2013;NBA20;Perkutan biopsi av blõtdeler/ledd i skulder eller overarm;
NCSP;2013;NBA21;Artroskopisk biopsi i skulder;
NCSP;2013;NBA22;èpen biopsi av blõtdeler eller ledd i skulder eller overarm;
NCSP;2013;NBA30;Perkutan biopsi av bein i skulder eller overarm;
NCSP;2013;NBA32;èpen biopsi av bein i skulder eller overarm;
NCSP;2013;NBB01;Implant proks primër humeroscapular delprotese uten sement;
NCSP;2013;NBB02;Implant dist primër humeroscapular delprotese uten sement;
NCSP;2013;NBB11;Implant proks primër humeroscapular delprotese med sement;
NCSP;2013;NBB12;Implant dist primër humeroscapular delprotese med sement;
NCSP;2013;NBB20;Implantasjon primër humeroscapular totalprotese uten sement;
NCSP;2013;NBB30;Implant primër humeroscapular totalprotese hybrid teknikk;
NCSP;2013;NBB40;Implantasjon primër humeroscapular totalprotese med sement;
NCSP;2013;NBB59;Impl av primër interposisjonsprotese i humeroscapularledd;
NCSP;2013;NBB99;Annen implantasjon av primër protese i skulderledd;
NCSP;2013;NBC01;Implant proks sekundër humeroscapular delprotese uten sement;
NCSP;2013;NBC02;Implant dist sekundër humeroscapular delprotese uten sement;
NCSP;2013;NBC11;Implant proks sekundër humeroscapular delprotese med sement;
NCSP;2013;NBC12;Implant distal sekundër humeroscapular delprotese med sement;
NCSP;2013;NBC20;Implant sekundër humeroscapular totalprotese uten sement;
NCSP;2013;NBC30;Implant sekundër humeroscapular totalprotese hybrid teknikk;
NCSP;2013;NBC40;Implantasjon sekundër humeroscapular totalprotese med sement;
NCSP;2013;NBC59;Implantasjon sekundër humeroscapular interposisjonsprotese;
NCSP;2013;NBC99;Annen implantasjon av sekundër protese i skulderledd;
NCSP;2013;NBE01;Endoskopisk incisjon eller sutur av leddkapsel i skulder;
NCSP;2013;NBE02;èpen incisjon eller sutur av leddkapsel i skulder;
NCSP;2013;NBE11;Endoskopisk deling eller eksisjon av ligament i skulder;
NCSP;2013;NBE12;èpen deling eller eksisjon av ligament i skulder;
NCSP;2013;NBE21;Endoskopisk sutur eller reinserering av ligament i skulder;
NCSP;2013;NBE22;èpen sutur eller reinserering av ligament i skulder;
NCSP;2013;NBE31;Endoskopisk transposisjon av ligament i skulder;
NCSP;2013;NBE32;èpen transposisjon av ligament i skulder;
NCSP;2013;NBE41;Endoskopisk rekonstr ligam/leddkapsel skulder u/ protesemat;
NCSP;2013;NBE42;èpen rekonstr ligament/leddkapsel i skulder uten protesemat;
NCSP;2013;NBE51;Endoskopisk rekonstr ligam/leddkapsel skulder m/ protesemat;
NCSP;2013;NBE52;èpen rekonstr ligament/leddkapsel i skulder med protesemater;
NCSP;2013;NBE91;Annen endoskopisk operasjon pÜ leddkapsel/ligament i skulder;
NCSP;2013;NBE92;Annen Üpen operasjon pÜ leddkapsel eller ligament i skulder;
NCSP;2013;NBF01;Endoskopisk total humeroskapulër synovektomi;
NCSP;2013;NBF02;èpen total humeroskapulër synovektomi;
NCSP;2013;NBF11;Endoskopisk partiell humeroskapulër synovektomi;
NCSP;2013;NBF12;èpen partiell humeroskapulër synovektomi;
NCSP;2013;NBF21;Endoskopisk fiksasjon av leddflatefragment i skulder;
NCSP;2013;NBF22;èpen fiksasjon av leddflatefragment i skulder;
NCSP;2013;NBF31;Endoskopisk reseksjon av humeroskapulër leddbrusk;
NCSP;2013;NBF32;èpen reseksjon av humeroskapulër leddbrusk;
NCSP;2013;NBF91;Annen endoskopisk op pÜ synovialhinne/leddflate i skulder;
NCSP;2013;NBF92;Annen Üpen operasjon pÜ synovialhinne/leddflate i skulder;
NCSP;2013;NBG09;Humeroskapulër eksisjonsartroplastikk;
NCSP;2013;NBG19;Humeroskapulër interposisjonsartroplastikk;
NCSP;2013;NBG29;Annen humeroskapulër artroplastikk uten protese;
NCSP;2013;NBG39;Artrodese i skulderledd uten fiksasjon;
NCSP;2013;NBG49;Artrodese av skulderledd med osteosyntese;
NCSP;2013;NBG59;Artrodese av skulderledd med ekstern fiksasjon;
NCSP;2013;NBG99;Annen eksisjon/rekonstruksjon/artrodese av skulderledd;
NCSP;2013;NBH00;Lukket reposisjon av humeroskapulër luksasjon;
NCSP;2013;NBH02;èpen reposisjon av humeroskapulër luksasjon;
NCSP;2013;NBH10;Lukket reposisjon av akromioklavikularluksasjon;
NCSP;2013;NBH12;èpen reposisjon av akromioklavikularluksasjon;
NCSP;2013;NBH20;Lukket reposisjon av proteseluksasjon i skulderledd;
NCSP;2013;NBH22;èpen reposisjon av proteseluksasjon i skulderledd;
NCSP;2013;NBH31;Endoskopisk adheranselõsning i skulderledd;
NCSP;2013;NBH32;èpen adheranselõsning i skulderledd;
NCSP;2013;NBH41;Endoskopisk fjerning av fremmed/fritt legeme humeroscapledd;
NCSP;2013;NBH42;èpen fjerning av fremmed/fritt legeme fra humeroscapularledd;
NCSP;2013;NBH51;Endoskopisk eksisj intraartik humeroscap eksostose/osteofytt;
NCSP;2013;NBH52;èpen eksisjon intraartik humeroscapular eksostose/osteofytt;
NCSP;2013;NBH71;Endoskopisk operasjon for habituell skulderluksasjon;
NCSP;2013;NBH72;Operasjon for habituell skulderluksasjon;
NCSP;2013;NBH90;Annen perkutan operasjon pÜ skulderledd;
NCSP;2013;NBH91;Annen endoskopisk operasjon pÜ skulderledd;
NCSP;2013;NBH92;Annen Üpen operasjon pÜ skulderledd;
NCSP;2013;NBJ01;Lukket reposisjon av humerusfraktur;
NCSP;2013;NBJ02;Lukket reposisjon av claviculafraktur;
NCSP;2013;NBJ11;èpen reposisjon av humerusfraktur;
NCSP;2013;NBJ12;èpen reposisjon av claviculafraktur;
NCSP;2013;NBJ13;èpen reposisjon av scapulafraktur;
NCSP;2013;NBJ21;Ekstern fiksasjon av humerusfraktur;
